uniq_id,brand,sales_price,weight,rating
772b738784c4286bfc47fefdddcf60af,rupa thermocot,373.0,264.7260162601624,3.4
3bfc5a4c0015a37782c999a2e422f070,aai shree khodiyar art,545.0,539.4724875621886,3.6
816b849b974b45b0caea83d02c7648e0,the children's place,967.721066531967,321.2484275618374,5.0
085d442857061ebd14b264bd33393ff4,generic,1490.0,321.2484275618374,5.0
793e59adacf158ca802850448d7d78fd,simplicity,2371.0,40.8,3.4
7a59ebf803aec49f716ae0b7b31e1a04,lincy fashion,559.0,551.4591659716431,4.6
c695b9db19363e469a5a6f3e24b9a527,max,199.0,551.4591659716431,4.5
0f6ff37cf848233d66188a0e2115cb40,claura,999.0,321.2484275618374,5.0
cb7d47630a53e830173af74f3a6af30f,cavallo by linen club,849.0,264.7260162601624,3.4
526d18a68f0e590d230d74aedb0b28da,roden,440.0,264.7260162601624,3.5
c01ad48bf4b6a32872687e63ad6f7dc2,sealinf,701.166005706134,264.7260162601624,3.5
c9769905c28eb6b05093db3aefbfb503,vinay's,496.0,264.7260162601624,3.0
871fcbc7074f0bcc8b9d602616ed9da4,stormborn,399.0,539.4724875621886,4.0
411105cc54034d2103a8615b934196fa,vip,295.0,539.4724875621886,3.9
72ab251905762aac479061f15492d666,nyfashion101,1809.0,551.4591659716431,4.7
ac4621ddea8a9cd35bff8ca7dc4fe8bf,usi universal,1529.0,539.4724875621886,4.0
b04288f7c3b37de035b9faf51bc89e68,fruit of the loom,223.0,264.7260162601624,3.5
f08fd0fc5cad23bffbcfd0271f76326e,florsheim,1062.080731382979,172.0,4.5
fd88256ec375d093cf710e0d341d9db6,hudson baby,2475.0,551.4591659716431,4.6
ac7bb4c50ea5ac3cbf923ffd0d4ab2e5,sch,474.0,539.4724875621886,3.9
4cb1313b415abd5037d961f6e347a52e,hangout hub,449.0,321.2484275618374,5.0
fbc6fb564ad77764c093b05cff6a121a,peter england,699.0,321.2484275618374,5.0
13c3bd570c30d79b29cb6f7854e78072,generic,520.0,321.2484275618374,5.0
8b111a66254dc675aea3afb1a5ec10dd,aarika,443.0,539.4724875621886,4.0
7b2e5ead6970b438812e8012798c9667,excalibur by unlimited,749.0,264.7260162601624,3.0
d40855084521202426ff0b1d3e452946,athflex,299.0,551.4591659716431,4.7
80e381e9eb77ccb38259733a454b718d,c.cozami,440.0,539.4724875621886,4.0
075be3f2895d1ea41eada36244163e29,linkin park by free authority,399.0,321.2484275618374,5.0
53ce72195a985a3f0c7c562d4eee1479,forever,999.0,200.0,5.0
a45c047c4added69b9ecde814967a34d,silly punter,599.0,539.4724875621886,3.7
459a3a577dd167bfbf74c81fc533306d,roden,349.0,539.4724875621886,3.9
810d94d69e0a5745c282ad4073b87904,indigo,244.0,264.7260162601624,3.2
b24867c4181bfc3ab92392fe30663662,peter england,735.0,264.7260162601624,3.0
116adb5d5df66b5121a5e6e667ed9573,biba,699.0,539.4724875621886,4.0
3ac75ec47ea44a6b4d96c7ee1bed5850,red eye,299.0,321.2484275618374,5.0
b80753f745d48bb1332129b167de4d3d,loviena,299.0,264.7260162601624,3.5
743822fb803927818c3cc0f75e51b2ef,lopa,1199.0,322.0,4.4
7be8373ed04afa5c8c04dca6f26dffaa,enchanted drapes,600.0,321.2484275618374,5.0
156c8b061a534d904ed9d4ad432891eb,aurelia women's,832.0,539.4724875621886,4.1
b02b54c5fabc318b19087246928718b5,levi's,1457.0,256.6230256410256,2.0
ded3ac73970cb94e752529932adfb78d,keoti,649.0,539.4724875621886,4.0
e88440f864a79a4867c266fe129acb89,biba,839.0,539.4724875621886,3.7
b6979d7d0a28ae45abebad1e20c6f6b9,forever 9teen,899.0,321.2484275618374,5.0
1a6f78f7770e5c090fc4dfd2290e67ed,fabrizia,999.0,200.0,3.5
ac8d3919a87736d6da14878cb5772f22,max,135.0,551.4591659716431,4.2
83040ced85dab8b251020f21c991fc29,wonderwink,2731.0,454.0,5.0
27e33bf7eb77136d7d92640f54cb9c8d,park avenue,919.0,272.0,4.0
1ae4672fa5725f71a5f836cc0f9eef18,irya,349.0,321.2484275618374,5.0
0987117b40763f3604d40d80a828c074,park avenue,677.0,272.0,5.0
4801653bc0e7816ddce5b30c024a59f0,chromozome men,268.0,264.7260162601624,3.4
7c6bbd3b3af3992b6b93b5eb376ae974,only,1301.0,539.4724875621886,4.0
5b554357bf0d2fe33b818b78fb379ce4,masha,240.0,99.8,3.4
8a1f64b0b342dbcb21baf971f7e0e4b3,tommy hilfiger,2328.0,321.2484275618374,5.0
f5d2d16ab571d257ef19ff01f94a8f34,trendsblue,1809.0,539.4724875621886,4.0
bfcfbe659850c1ea83d6dd4813ed551b,neostreak men's s,589.0,264.7260162601624,3.3
d44aed8bc325b363f9411553f187d266,huetrap,494.0,191.0,3.5
52eee8d1c256bc76f4b471f5fcc50bee,alena,660.0,249.0,3.0
d249f56499659ce05643f447949f6429,child cottage,1500.0,321.2484275618374,5.0
0df3e0209cfdd2ff76ec02f44c4265b4,unknown,701.166005706134,264.7260162601624,3.4
cc14a590451945f5b33615bb0ba1b987,coco reef,701.166005706134,264.7260162601624,3.4
3715048e7f60915196802d060c4973e0,mimosa,3549.0,649.0,3.1
d152284175a609afae4e7a5815da09c3,puma,669.0,264.7260162601624,3.0
e50021db2083ec0ff9a3519072c6a56e,chalk by pantaloons,652.0,539.4724875621886,4.0
add379e7bd993ebdc609152c8168ef9b,jaipur kurti,1139.0,551.4591659716431,4.3
9911b14ced4d644846cc41f7ac3a742e,dollar bigboss,120.0,551.4591659716431,4.4
e4f797cc1d0daff79938045fce3373f6,paramount,899.0,321.2484275618374,5.0
c926aa4b9e080fd731926e2f695dcf94,alc creation,355.0,264.7260162601624,3.1
02b67f01cdb09ba3d459b28053853b11,612 league,777.0,321.2484275618374,5.0
6f08d4543509d0137ce3daf74f88375b,global desi,749.0,321.2484275618374,5.0
ba94adb69ca92541ee69a39a5fd17fe4,drapes,527.0,376.0,3.0
7d3ca2f8d6786d2a8f4b868a5d5e7dae,united colors of benetton,479.0,551.4591659716431,4.7
19d3691f02bdf336c160ccfc4104c234,funbase,2709.0,551.4591659716431,4.4
a9e14a67c660cf18374f525d3f062bc6,john miller,870.0,539.4724875621886,4.0
da2bc40c68d2ca72db12b64b8025a29c,varkala silk sarees,1179.0,476.0,5.0
e7be22dc731a64a6a79853de5f24ae12,abof,397.0,321.2484275618374,5.0
c2d8c51f5d203a4b7e29f1530733c250,sofra,4050.0,181.0,3.6
98d2302668429cb9d4467e242215b1a5,levi's,1948.0,539.4724875621886,4.0
a048fd8048420138e03ab6b75fe34170,mchenry,799.0,539.4724875621886,4.0
640ba0bb7a3c2e3b30937209bcf0d1bc,match much,967.721066531967,321.2484275618374,5.0
bca20573fb4187aa1b27f4c6c1f397f8,gini & jony,788.2601968223856,539.4724875621886,4.0
f8dcb053433a4b5e9fd9b51fe3cfc817,gowri marketing,1199.0,321.2484275618374,5.0
2b23282a8cfc1fc73038adb3ed2cb76c,jevi prints,499.0,277.0,4.4
8d3446f84bfed942936f6b0f40c516ea,rupa jon,129.0,551.4591659716431,4.5
d38b10a44a8de29a6f484f4e719fdca7,aurelia women's,281.0,264.7260162601624,2.5
0343ff5a592102888fdd692c15749e88,e4hats,4329.0,551.4591659716431,4.4
0c10ddca8ce7230f2aab722dfa36beec,men,1199.0,321.2484275618374,5.0
2c54f9bba5efa60e08e83b2f14f827bb,urban ranger by pantaloons,599.0,551.4591659716431,4.5
caadbba46a1f080a7ab425391aafac0b,luke and lilly,881.0,539.4724875621886,4.0
36c9db800b40d1e00df701009a685d3d,bioworld,967.721066531967,321.2484275618374,5.0
fc1383c1b65002681ec1cd710ed60660,bstories,449.0,321.2484275618374,5.0
4886e91405c1f64c45fab546de579495,j2j,199.0,299.0,1.0
8614e4bc82f9f67996f90724f62cdb2d,lady choice,999.0,321.2484275618374,5.0
ed299f402bb95f75470d55db097267e9,rangriti,739.0,264.7260162601624,3.4
0971ad23dd0d3e6536c64659d279ca75,jaipur attire,784.0,321.2484275618374,5.0
2cf677e6f93a2eaa22905e309c36957c,lusiyu,1062.080731382979,551.4591659716431,4.4
1318424266f712a2ab951b650e0dcd67,next look,519.0,281.0,3.3
06782172c6c3d132ca7bc8e6d44bc3ec,bronz by unlimited,449.0,264.7260162601624,3.0
2577a7b125e1f4f152925c70f6591dbc,sikander,189.0,264.7260162601624,3.0
782f70c5013ae816c02686ca3fc5f527,jersey hood,299.0,539.4724875621886,3.8
d16014bd8da3dcef53c3107e2f3fd1d3,quiksilver,788.2601968223856,539.4724875621886,4.0
791fce5c861314493c84b5ff0a3ef18f,dongli,549.0,539.4724875621886,4.0
c8683444b5a8295d994c9bf23537138d,fabclub,599.0,321.2484275618374,5.0
93e1e0c7c6e53191b877b049f66747eb,campus sutra,564.0,249.0,1.0
c72f8077658761816645636e34e9b32e,flairs new york,788.2601968223856,539.4724875621886,3.9
38f4b02231ecdfb2985f957ae3610755,adro,299.0,264.7260162601624,3.4
8d9bd613c6e9404a4b71407c54d6c525,alizeebridal,1989.0,9.07,4.5
59f002a9181813d1efeee059b6820237,go all out screenprinting,3599.0,113.0,4.0
230c802405c21065906f36b2652d9dbf,us polo association,999.0,264.7260162601624,3.5
73a47934f6ff72c80649e237e116ab7b,greenery,701.166005706134,264.7260162601624,3.2
69d5d46c669bbe51251c113c20175618,kidofash,299.0,321.2484275618374,5.0
a3d2de7ead19bf943c4b935bf1cb2787,magic stones,799.0,264.7260162601624,3.1
9887170d17c6d82f921156ece7ff9a21,bronz by unlimited,299.0,321.2484275618374,5.0
53925cf6217f537e4652ed14f4e9aa8d,us polo association,799.0,264.7260162601624,3.2
338e0da3ccaf4e03893d845b2d997620,gritstones,359.0,264.7260162601624,3.5
c048f05c93b21b84ab041caa04e4dbd2,sisjuly,1062.080731382979,551.4591659716431,4.4
020f6779041d7b16b9f914b75ed77487,bilanca,175.0,256.6230256410256,2.0
b22447dc87181a7a0b65ccff26e9eeaf,smit,1399.0,539.4724875621886,4.0
238eb25367128bf339e0fac3a3c5d41f,ad & av,532.0,264.7260162601624,2.5
ab3caf21d5f230eb76792e190ace122a,helg,799.0,264.7260162601624,3.3
543c4981f78e6fb77963df7f4d651e26,inkholic,449.0,264.7260162601624,3.5
19fd51a5168df8ff2ebb45afc530c28d,lole,7048.92,454.0,3.3
0c742695eff4b553ad7f8219abbb3bbe,ruggers,274.0,539.4724875621886,4.1
de06dcc74b605431e7ee93b867145b84,mehrunnisa,2995.0,539.4724875621886,3.8
dde67f4cd7c13e4aa0be56f882b5bf8a,pietra,1399.0,539.4724875621886,3.9
4dd636c219639bdbf8e09e738d6227ef,biba,849.0,551.4591659716431,4.5
c292031f32065cf22a6c6933e1cba3bb,onn,250.0,539.4724875621886,3.6
282bf8c3a9cae7d38cab0be51de54b90,new ethical fashion,199.0,539.4724875621886,4.0
bb91f2b46b943390735bbb7a860f3b28,max,135.0,551.4591659716431,4.7
981b995e1e8016ef7c17b98b782aa88f,captain america by kidsville,395.0,539.4724875621886,4.0
89543f075d88db853fe7b136c4c28959,aarika,999.0,539.4724875621886,4.0
08ea111631e018aab283f6ad5b7b36ed,m.weft,455.0,264.7260162601624,3.0
d6699a77beb64d5a61ee7cf6a19b2ed3,printoctopus,298.0,551.4591659716431,4.7
7bb885c59884e0f70c26740e2834d621,skult by shahid kapoor,734.0,551.4591659716431,4.2
67c4f05bb55173d18651dac49262c16f,atharv collection,850.0,321.2484275618374,5.0
3ccae2389e34d2f0e189563bd98a08fd,navabi export,1499.0,321.2484275618374,5.0
2b70ba59f85584d396d8d57e825454a8,high point,1062.080731382979,551.4591659716431,4.7
2b681e2cbbaa12dd43456663b2615b5d,kurta,999.0,321.2484275618374,5.0
62f3741efffbfc4deb2f49c73cb3c4f4,mchenry,799.0,551.4591659716431,4.5
a7e1ded31c25cc118fbb31283d210037,romano,789.0,264.7260162601624,3.5
4aa34435bf16acd81779d03d1e67bff8,american noti,596.0,399.0,3.5
683b02553c7ea15d21ffc4b4f2a36a6e,shopmozo,599.0,321.2484275618374,5.0
e6283de39745921d979059db3b700303,ultrasav,699.0,264.7260162601624,3.0
8e8e851e46ca9b070ee11b58e1f64264,my lil princess,799.0,299.0,4.0
abae05f019aa04c9f1f2b601b0090d01,guru kripa baby products,305.0,539.4724875621886,4.1
add82efd3998568578ffdb755aa693f0,mizago,547.0,264.7260162601624,3.2
bbfecb24189e2d19ef6d134014a91e5b,zacharias,399.0,118.0,3.3
da1c8a76555243c14eb4b133bee5cceb,max,230.0,551.4591659716431,4.5
c82ee982c9b5f8b4cd3172b597a1095d,attire fashions,389.0,321.2484275618374,5.0
d5b101324d2a07aa088b4bfb4140edce,w for woman,594.0,539.4724875621886,4.0
96913a50b52b8163be2f881591b41b23,arjuban,899.0,539.4724875621886,3.9
d91352163bbb53a739a31c831e112641,rapid dominance,1062.080731382979,68.0,4.3
f0be98cf9fa5e86aca8098d1debbd63a,luvable friends,1062.080731382979,551.4591659716431,4.4
3a120b4df8ab3f98d76b1f4fb1673157,macroman,172.0,551.4591659716431,4.3
b77daf932b5ddec05db15e41703ffd67,parx,399.0,321.2484275618374,5.0
a82651766c56a399eeb164a046e73c30,neu look,298.0,539.4724875621886,3.6
6b2ecbd0e8c6df018be69299182ba2d8,wholesome deal,275.0,4.54,3.5
ab9e8612d935bd2205096eb36ddd3210,bobcat,3244.0,191.0,2.9
adf3de11ead2987d5935b6062d4544a7,indian handicraft standards,999.0,264.7260162601624,3.0
6d5b87d3b8586d4ebeec4daa0be16347,claura,999.0,551.4591659716431,4.2
28698f536c13ab2422fc7339b5c573ea,indusdiva,1494.0,321.2484275618374,5.0
f7f66bfa385d09eeeea6ca517761fe84,malati bastrabitan,1199.0,349.0,5.0
3fc096312f3c8281454e699b70d6247f,indistar,399.0,264.7260162601624,3.0
d93cb2792c439cc270588b9b6a24d919,generic,1450.0,321.2484275618374,5.0
f55016f16a6b48d37cd4b34111794b7a,champro,788.2601968223856,539.4724875621886,4.0
e9cf683d9fcc565aed122bf5a243504c,sukhvilas fashion,999.0,264.7260162601624,3.0
f3eb2514b684c4652dfd2db9234a3ca9,lovable,549.0,321.2484275618374,5.0
a22f6a71af96e7acbb32899ddcd9b685,allen solly,924.0,551.4591659716431,4.6
429114903bc4cef3eaddafccbf14b85c,ada,1190.0,321.2484275618374,5.0
631e6f24d7e574101b29bfcf9d2cfe49,go all out screenprinting,3779.0,113.0,4.0
30a0fe909be377d6bb18a7d4635ad698,arihant,699.0,539.4724875621886,3.9
3487e14689709eaaa4a7980417c897f4,indibelle,769.52,551.4591659716431,4.7
c16328c7728cdfb391eb4bf9b6c6ed36,max,734.0,539.4724875621886,4.0
a50c7bcac07b957e542b5ea075fd437e,van heusen,949.0,321.2484275618374,5.0
e1cbce2265f0f0fa688d45708cb4f93a,skult by shahid kapoor,343.0,539.4724875621886,4.0
c946d5bc999134b210771888d7283139,egelexy,3790.0,159.0,3.7
8ebc54a8d3934b03e1b24f470d87f574,jevi prints,617.0,264.7260162601624,3.5
a0ac4a4a0455328c701c2031ad6b4c5e,peter england,850.0,539.4724875621886,4.0
fb8b3bfbbdc99381d242a3ab6f83317a,skult by shahid kapoor,441.0,551.4591659716431,4.3
c12920136d95f32fdef9760e7cbc473b,tanjotweet,1299.0,321.2484275618374,5.0
484037288c341c789b11e4a6f5650395,proteens,539.0,264.7260162601624,3.0
df9be09cc69af7162050af78f18e564e,mickey & friends by kidsville,441.0,551.4591659716431,4.3
865f86bfe2fe90f9e5e99aab0b133f10,kids headquarters,6149.0,109.0,4.5
638497ae9f725053c1de497ff1382212,dan smith,2079.0,59.0,4.4
42f6cad95558f82e78085987994c7e5e,ahalyaa,507.0,200.0,3.1
15265cf19a5d63c927e6f0ba0027fd2d,w for woman,547.0,539.4724875621886,3.8
33f2b92b4796adf832ef22072c681a43,singhal fashion,1499.0,321.2484275618374,5.0
89ddb355dd53f8d798a0979ab31447f4,vero moda,522.0,539.4724875621886,4.0
645c73192db830cc7553b96783dc0e68,neff,701.166005706134,68.0,3.4
5a73c37a41736b15caa708e3e810072c,9teenagain,899.0,264.7260162601624,3.0
60e4c32ebbbae4fd25998ad2978674ec,excalibur by unlimited,667.0,551.4591659716431,4.4
6450b24b7ded46cd6baf43fae5a61107,w for woman,662.0,321.2484275618374,5.0
a8bf7bcdcbc33bebfce685f144b29bfa,puma,1344.0,539.4724875621886,4.0
733c18e4bf01e3876447c64932123b77,lee cooper,5423.0,454.0,2.9
5affa87d3a18f4d9c8a8125d7c012244,generic,967.721066531967,321.2484275618374,5.0
811f718bd9359133e3b6df677dec44a5,mohrupi,649.0,321.2484275618374,5.0
eb928a6baa04a00f9a383fe1672e8187,royal export,1899.0,264.7260162601624,3.3
612b8c4b6f2dffec6990de410bcc8539,texco,899.0,264.7260162601624,2.9
900a98402b461b15a86c107516a586d9,parx,854.0,539.4724875621886,3.7
a9c3b9c6100135d38e6c7ecdf0db162f,united colors of benetton,521.0,264.7260162601624,2.5
0e17c5bdf94dd98ef12eaa18fc6a1449,indian virasat,550.0,321.2484275618374,5.0
80dfb93ade841197f1fba9142f8bfac8,alfa,599.0,539.4724875621886,3.7
33084e4dcfed02bfcb4130901e3146d8,van heusen woman,918.0,264.7260162601624,2.5
906c63dd3447c6095d2beeba96389cf9,weavers villa,690.0,449.0,3.3
b60d3041dfd3e69fb4c0fb622958c11d,janasya women's,399.0,321.2484275618374,5.0
3fb1eefc2fdd02591d2cd0cbce4b63d4,mothercare,817.0,551.4591659716431,4.5
eca9cdcf917b2788c2192e27976453f9,united colors of benetton,337.0,539.4724875621886,4.0
341792243599ff4f6b4a4d7cb3362df0,oneliner,299.0,539.4724875621886,3.8
d0b82d8c799a548fe7e98cb1f3bdf191,khadi vastra,749.0,551.4591659716431,4.5
93a4c061ba9d30b77abfd9a9d8d44937,dixcy scott uno,459.0,321.2484275618374,5.0
c5bdd95670bed4b4d43137c6e4c9c087,byc,349.0,539.4724875621886,3.8
6fb31c08b7724e1bcabef49bd7a6186d,kalt,425.0,321.2484275618374,5.0
a63f92d8275676352723089563cdc9d7,arrow new york,1049.0,264.7260162601624,3.2
d8cec7e9d6628b943ccfea02e1e89c50,stylee lifestyle,2632.0,321.2484275618374,5.0
f977a8a62a76bf98956fbb50a29af979,superman by kidsville,224.0,264.7260162601624,3.0
36750450b31384b7e7123d61c4d35649,rajmandirfabrics,599.0,539.4724875621886,4.0
1704f7195b30af350f5db045ac7c9923,indiweaves,325.0,264.7260162601624,3.0
157cd26a21e4d9726b930f936ba57788,nihaan impex,429.0,264.7260162601624,3.0
270289df8a76eb7c237d27ab185642ae,gubbarey,669.0,539.4724875621886,4.0
bda0576f512d2260c1bcab5d01d5ec20,zeeya fashion,2699.0,1400.0,5.0
04e712f4e5c2f43ac47b3846f1c0a6bc,art decor sarees,617.0,249.0,4.0
bebad571dc92243eb2d22af9b4b8dccd,max,599.0,539.4724875621886,4.0
b10e520d82758ede28f9c3850909b6f5,kurta,349.0,264.7260162601624,3.0
af4144c383093bcac8c797d7dc9c697f,amazon brand,213.0,539.4724875621886,3.7
7eb0f801dd8ecb2d88542b0543df26e6,hhichkki,289.0,321.2484275618374,5.0
40421a8c90b3f64b54f3247d1d819224,flying machine,359.0,264.7260162601624,3.4
507bdf9cbe1bb84b455d22535f83b105,arihant,699.0,264.7260162601624,3.4
2e74f29a9289cb27c44c7dafd4ac1820,go all out screenprinting,967.721066531967,113.0,5.0
86271e8d69c629cf441be43c73eaa4a9,safana,729.0,539.4724875621886,4.0
e06f480947757a71f68e4f7d5fff0a0d,pinky pari,1150.0,539.4724875621886,4.0
79b0aada69471bae14aec7f84fc93157,blackberrys,879.0,321.2484275618374,5.0
8677c9f0ed1aa9c793dcd8a1dcc239fb,kronos,400.0,551.4591659716431,4.2
c33ef77dc23295a132aac05ee390918e,yash gallery,649.0,539.4724875621886,4.0
2d685614c1eb8866cda29b590d0e1290,w for woman,607.0,264.7260162601624,3.2
dce778389390f059ae849f97898a9af1,united colors of benetton,632.0,551.4591659716431,4.5
04c8468a6850f4f3a9b056fcdbf49d1d,us polo association,499.0,321.2484275618374,5.0
ec0bb82317ad5384b067903194496547,marks & spencer,1960.0,321.2484275618374,5.0
f832498c1111bd3c9bad4423f1e779a7,amazon brand - solimo,649.0,321.2484275618374,4.8
00106f47c4c0019c158e19061269c10b,jockey,967.721066531967,321.2484275618374,5.0
9fa7f8b435717c95d159d6413577e3f1,mothercare,621.0,321.2484275618374,5.0
7ff585fcc7c747b3e415eeb7430e4ddf,amazon brand,349.0,539.4724875621886,3.9
d1390bdd1477cc09693c213bf8024fda,uspa,957.0,321.2484275618374,4.8
8ee6c053ade7a18d37127b6315a53981,some few,701.166005706134,264.7260162601624,3.5
5724a89fd5819c9037dc3c0fb7154b2d,si rosa,1039.0,349.0,4.3
75fc259aef38e14c6157414878f310fc,zeyo,749.0,539.4724875621886,3.9
8c366b255f11b33ab1bed26434099777,w for woman,594.0,539.4724875621886,3.6
6c8b563e171f9a0dd5c511dd8ee5cbde,baluchi,299.0,256.6230256410256,1.0
2bf5243903e74036a56e267e90a6cc36,raymond,809.0,539.4724875621886,3.9
3990578109a1faa746f5a18e8d5a2776,jokl,1388.0,539.4724875621886,4.1
d56b2f79d17ab07f64d4671ee0aa6d2f,amazon brand,283.0,539.4724875621886,3.7
81d9fd6ab490c926912cf73ce1a17ed7,dopp,788.2601968223856,539.4724875621886,4.0
e2b0ed5994707ed3097504c5ce22db2a,playboy,244.0,551.4591659716431,4.3
fe396962759238d86dd30bf3b4aafd20,red eye,499.0,539.4724875621886,4.0
15fe0758d9a32bd9ec3527a9470a9a79,lgc,1099.0,321.2484275618374,5.0
ccc433d1e5af69ec9d5ddbf4e3b530ef,jockey,694.0,264.7260162601624,2.8
873f288cb1a269c61c2feb2ec56bc731,manash fashion,925.0,99.8,5.0
e55f3b689e8b2296acccfae2e9a27b66,puma,718.0,264.7260162601624,3.0
bd30752829434b4e6c054b09214306f1,pokmon,1062.080731382979,551.4591659716431,4.6
28267b89538649a9b78d083cb02b761f,deruicent,1062.080731382979,551.4591659716431,4.4
e3555ecbae9b490a72a9681baec400bc,blacksmith,399.0,551.4591659716431,4.5
52d36de6bca1e55d21b8a646f575fe05,looks akira,399.0,349.0,2.5
9b2ab2c00f55e52734a55580cb81f966,allen solly,1104.0,551.4591659716431,4.5
1ecfdba75a7d3b5f96ce2a73d6bb00a5,chinmaya,648.0,321.2484275618374,5.0
0fc48853ec5cedfd815557996e96287c,shut,400.0,321.2484275618374,4.8
8e1a605349673106cab7e27e8078dbd0,jbn creation,1154.0,551.4591659716431,4.3
f6e69dcb051e47e6aa1c0007fd4c1f08,nauti nati,194.0,264.7260162601624,3.1
fe459c7f0eae76aa3626f3c91721642e,radhika fashion vouge,349.0,539.4724875621886,3.7
